No.,Time,Source,Destination,Protocol,Length,Info,lengths
120879,4127.575841,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=14729 Ack=1970 Win=1025 Len=0,0
121058,4147.005734,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=1970 Ack=14729 Win=16 Len=11",11
121059,4147.046984,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=14729 Ack=1981 Win=1025 Len=0,0
121405,4207.117387,192.168.50.133,34.158.0.131,TCP,65,"55697  >  4070 [PSH, ACK] Seq=14729 Ack=1981 Win=1025 Len=11",11
121406,4207.141824,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=1981 Ack=14740 Win=16 Len=11",11
121407,4207.1963,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=14740 Ack=1992 Win=1025 Len=0,0
121698,4267.019529,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=1992 Ack=14740 Win=16 Len=11",11
121699,4267.06884,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=14740 Ack=2003 Win=1024 Len=0,0
122025,4327.10856,192.168.50.133,34.158.0.131,TCP,65,"55697  >  4070 [PSH, ACK] Seq=14740 Ack=2003 Win=1024 Len=11",11
122026,4327.134581,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2003 Ack=14751 Win=16 Len=11",11
122027,4327.186509,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=14751 Ack=2014 Win=1024 Len=0,0
122045,4332.103123,192.168.50.133,34.158.0.131,TCP,702,"55697  >  4070 [PSH, ACK] Seq=14751 Ack=2014 Win=1024 Len=648",648
122047,4332.128185,34.158.0.131,192.168.50.133,TCP,109,"4070  >  55697 [PSH, ACK] Seq=2014 Ack=15399 Win=16 Len=55",55
122049,4332.176638,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=15399 Ack=2069 Win=1024 Len=0,0
127896,4387.032811,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2069 Ack=15399 Win=16 Len=11",11
127897,4387.085584,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=15399 Ack=2080 Win=1024 Len=0,0
128205,4447.106235,192.168.50.133,34.158.0.131,TCP,65,"55697  >  4070 [PSH, ACK] Seq=15399 Ack=2080 Win=1024 Len=11",11
128206,4447.131971,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2080 Ack=15410 Win=16 Len=11",11
128207,4447.183559,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=15410 Ack=2091 Win=1024 Len=0,0
128475,4507.047114,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2091 Ack=15410 Win=16 Len=11",11
128476,4507.095778,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=15410 Ack=2102 Win=1024 Len=0,0
128792,4545.670361,192.168.50.133,34.158.0.131,TCP,702,"55697  >  4070 [PSH, ACK] Seq=15410 Ack=2102 Win=1024 Len=648",648
128793,4545.695789,34.158.0.131,192.168.50.133,TCP,109,"4070  >  55697 [PSH, ACK] Seq=2102 Ack=16058 Win=16 Len=55",55
128795,4545.743205,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=16058 Ack=2157 Win=1024 Len=0,0
133354,4605.748284,192.168.50.133,34.158.0.131,TCP,65,"55697  >  4070 [PSH, ACK] Seq=16058 Ack=2157 Win=1024 Len=11",11
133355,4605.772884,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2157 Ack=16069 Win=16 Len=11",11
133357,4605.825643,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=16069 Ack=2168 Win=1024 Len=0,0
133445,4627.060784,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2168 Ack=16069 Win=16 Len=11",11
133446,4627.112988,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=16069 Ack=2179 Win=1024 Len=0,0
133815,4687.124878,192.168.50.133,34.158.0.131,TCP,65,"55697  >  4070 [PSH, ACK] Seq=16069 Ack=2179 Win=1024 Len=11",11
133816,4687.149252,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2179 Ack=16080 Win=16 Len=11",11
133817,4687.203043,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=16080 Ack=2190 Win=1024 Len=0,0
134110,4747.074359,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2190 Ack=16080 Win=16 Len=11",11
134111,4747.120184,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=16080 Ack=2201 Win=1024 Len=0,0
134278,4778.24242,192.168.50.133,34.158.0.131,TCP,702,"55697  >  4070 [PSH, ACK] Seq=16080 Ack=2201 Win=1024 Len=648",648
134279,4778.267676,34.158.0.131,192.168.50.133,TCP,109,"4070  >  55697 [PSH, ACK] Seq=2201 Ack=16728 Win=16 Len=55",55
134281,4778.314592,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=16728 Ack=2256 Win=1023 Len=0,0
138692,4838.367692,192.168.50.133,34.158.0.131,TCP,65,"55697  >  4070 [PSH, ACK] Seq=16728 Ack=2256 Win=1023 Len=11",11
138693,4838.392507,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2256 Ack=16739 Win=16 Len=11",11
138694,4838.444937,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=16739 Ack=2267 Win=1023 Len=0,0
138869,4867.088667,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2267 Ack=16739 Win=16 Len=11",11
138870,4867.135259,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=16739 Ack=2278 Win=1023 Len=0,0
139180,4927.177909,192.168.50.133,34.158.0.131,TCP,65,"55697  >  4070 [PSH, ACK] Seq=16739 Ack=2278 Win=1023 Len=11",11
139181,4927.202542,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2278 Ack=16750 Win=16 Len=11",11
139182,4927.255637,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=16750 Ack=2289 Win=1023 Len=0,0
139595,4987.102325,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2289 Ack=16750 Win=16 Len=11",11
139596,4987.157793,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=16750 Ack=2300 Win=1023 Len=0,0
139918,5037.048624,192.168.50.133,34.158.0.131,TCP,702,"55697  >  4070 [PSH, ACK] Seq=16750 Ack=2300 Win=1023 Len=648",648
139919,5037.074114,34.158.0.131,192.168.50.133,TCP,109,"4070  >  55697 [PSH, ACK] Seq=2300 Ack=17398 Win=16 Len=55",55
139921,5037.123932,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=17398 Ack=2355 Win=1023 Len=0,0
143851,5097.164535,192.168.50.133,34.158.0.131,TCP,65,"55697  >  4070 [PSH, ACK] Seq=17398 Ack=2355 Win=1023 Len=11",11
143852,5097.189374,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2355 Ack=17409 Win=16 Len=11",11
143853,5097.241383,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=17409 Ack=2366 Win=1023 Len=0,0
143893,5107.115188,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2366 Ack=17409 Win=16 Len=11",11
143894,5107.16355,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=17409 Ack=2377 Win=1023 Len=0,0
144305,5167.179991,192.168.50.133,34.158.0.131,TCP,65,"55697  >  4070 [PSH, ACK] Seq=17409 Ack=2377 Win=1023 Len=11",11
144306,5167.204348,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2377 Ack=17420 Win=16 Len=11",11
144307,5167.25716,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=17420 Ack=2388 Win=1023 Len=0,0
144673,5227.128424,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2388 Ack=17420 Win=16 Len=11",11
144674,5227.174098,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=17420 Ack=2399 Win=1023 Len=0,0
144738,5243.556818,192.168.50.133,34.158.0.131,TCP,702,"55697  >  4070 [PSH, ACK] Seq=17420 Ack=2399 Win=1023 Len=648",648
144740,5243.581701,34.158.0.131,192.168.50.133,TCP,109,"4070  >  55697 [PSH, ACK] Seq=2399 Ack=18068 Win=16 Len=55",55
144742,5243.63146,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=18068 Ack=2454 Win=1023 Len=0,0
150055,5303.647021,192.168.50.133,34.158.0.131,TCP,65,"55697  >  4070 [PSH, ACK] Seq=18068 Ack=2454 Win=1023 Len=11",11
150056,5303.673715,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2454 Ack=18079 Win=16 Len=11",11
150057,5303.724613,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=18079 Ack=2465 Win=1023 Len=0,0
150327,5347.142944,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2465 Ack=18079 Win=16 Len=11",11
150328,5347.18829,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=18079 Ack=2476 Win=1023 Len=0,0
150641,5407.214922,192.168.50.133,34.158.0.131,TCP,65,"55697  >  4070 [PSH, ACK] Seq=18079 Ack=2476 Win=1023 Len=11",11
150642,5407.239454,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2476 Ack=18090 Win=16 Len=11",11
150643,5407.292187,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=18090 Ack=2487 Win=1023 Len=0,0
150847,5445.450851,192.168.50.133,34.158.0.131,TCP,702,"55697  >  4070 [PSH, ACK] Seq=18090 Ack=2487 Win=1023 Len=648",648
150849,5445.4765,34.158.0.131,192.168.50.133,TCP,109,"4070  >  55697 [PSH, ACK] Seq=2487 Ack=18738 Win=16 Len=55",55
150854,5445.526078,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=18738 Ack=2542 Win=1022 Len=0,0
154427,5467.159321,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2542 Ack=18738 Win=16 Len=11",11
154428,5467.208397,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=18738 Ack=2553 Win=1022 Len=0,0
154724,5527.212513,192.168.50.133,34.158.0.131,TCP,65,"55697  >  4070 [PSH, ACK] Seq=18738 Ack=2553 Win=1022 Len=11",11
154725,5527.240221,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2553 Ack=18749 Win=16 Len=11",11
154726,5527.291056,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=18749 Ack=2564 Win=1022 Len=0,0
155117,5587.172472,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2564 Ack=18749 Win=16 Len=11",11
155118,5587.216643,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=18749 Ack=2575 Win=1022 Len=0,0
155200,5602.75595,192.168.50.133,34.158.0.131,TCP,702,"55697  >  4070 [PSH, ACK] Seq=18749 Ack=2575 Win=1022 Len=648",648
155202,5602.781765,34.158.0.131,192.168.50.133,TCP,109,"4070  >  55697 [PSH, ACK] Seq=2575 Ack=19397 Win=16 Len=55",55
155205,5602.831293,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=19397 Ack=2630 Win=1022 Len=0,0
161051,5662.8458,192.168.50.133,34.158.0.131,TCP,65,"55697  >  4070 [PSH, ACK] Seq=19397 Ack=2630 Win=1022 Len=11",11
161052,5662.870558,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2630 Ack=19408 Win=16 Len=11",11
161053,5662.924433,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=19408 Ack=2641 Win=1022 Len=0,0
161289,5707.186343,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2641 Ack=19408 Win=16 Len=11",11
161290,5707.230279,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=19408 Ack=2652 Win=1022 Len=0,0
161611,5767.236948,192.168.50.133,34.158.0.131,TCP,65,"55697  >  4070 [PSH, ACK] Seq=19408 Ack=2652 Win=1022 Len=11",11
161612,5767.262098,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2652 Ack=19419 Win=16 Len=11",11
161613,5767.314931,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=19419 Ack=2663 Win=1022 Len=0,0
161919,5827.199612,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2663 Ack=19419 Win=16 Len=11",11
161920,5827.241751,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=19419 Ack=2674 Win=1022 Len=0,0
162017,5854.025929,192.168.50.133,34.158.0.131,TCP,702,"55697  >  4070 [PSH, ACK] Seq=19419 Ack=2674 Win=1022 Len=648",648
162019,5854.053207,34.158.0.131,192.168.50.133,TCP,109,"4070  >  55697 [PSH, ACK] Seq=2674 Ack=20067 Win=16 Len=55",55
162022,5854.100203,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=20067 Ack=2729 Win=1022 Len=0,0
167407,5914.106349,192.168.50.133,34.158.0.131,TCP,65,"55697  >  4070 [PSH, ACK] Seq=20067 Ack=2729 Win=1022 Len=11",11
167408,5914.132945,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2729 Ack=20078 Win=16 Len=11",11
167409,5914.184148,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=20078 Ack=2740 Win=1022 Len=0,0
167723,5947.212923,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2740 Ack=20078 Win=16 Len=11",11
167739,5947.257472,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=20078 Ack=2751 Win=1022 Len=0,0
168421,6007.298463,192.168.50.133,34.158.0.131,TCP,65,"55697  >  4070 [PSH, ACK] Seq=20078 Ack=2751 Win=1022 Len=11",11
168422,6007.322684,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2751 Ack=20089 Win=16 Len=11",11
168424,6007.374358,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=20089 Ack=2762 Win=1026 Len=0,0
168782,6038.48996,192.168.50.133,34.158.0.131,TCP,702,"55697  >  4070 [PSH, ACK] Seq=20089 Ack=2762 Win=1026 Len=648",648
168783,6038.515156,34.158.0.131,192.168.50.133,TCP,109,"4070  >  55697 [PSH, ACK] Seq=2762 Ack=20737 Win=16 Len=55",55
168785,6038.56409,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=20737 Ack=2817 Win=1026 Len=0,0
173937,6067.227022,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2817 Ack=20737 Win=16 Len=11",11
173939,6067.270214,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=20737 Ack=2828 Win=1026 Len=0,0
174224,6127.30911,192.168.50.133,34.158.0.131,TCP,65,"55697  >  4070 [PSH, ACK] Seq=20737 Ack=2828 Win=1026 Len=11",11
174227,6127.333451,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2828 Ack=20748 Win=16 Len=11",11
174230,6127.385649,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=20748 Ack=2839 Win=1026 Len=0,0
174856,6187.239936,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2839 Ack=20748 Win=16 Len=11",11
174857,6187.288456,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=20748 Ack=2850 Win=1026 Len=0,0
175288,6247.299198,192.168.50.133,34.158.0.131,TCP,65,"55697  >  4070 [PSH, ACK] Seq=20748 Ack=2850 Win=1026 Len=11",11
175289,6247.323771,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2850 Ack=20759 Win=16 Len=11",11
175290,6247.37715,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=20759 Ack=2861 Win=1026 Len=0,0
175418,6277.810334,192.168.50.133,34.158.0.131,TCP,702,"55697  >  4070 [PSH, ACK] Seq=20759 Ack=2861 Win=1026 Len=648",648
175421,6277.835297,34.158.0.131,192.168.50.133,TCP,109,"4070  >  55697 [PSH, ACK] Seq=2861 Ack=21407 Win=16 Len=55",55
175431,6277.886215,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=21407 Ack=2916 Win=1026 Len=0,0
178133,6307.254164,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2916 Ack=21407 Win=16 Len=11",11
178134,6307.298524,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=21407 Ack=2927 Win=1026 Len=0,0
178529,6367.311741,192.168.50.133,34.158.0.131,TCP,65,"55697  >  4070 [PSH, ACK] Seq=21407 Ack=2927 Win=1026 Len=11",11
178530,6367.336096,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2927 Ack=21418 Win=16 Len=11",11
178531,6367.389249,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=21418 Ack=2938 Win=1026 Len=0,0
178800,6427.267111,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2938 Ack=21418 Win=16 Len=11",11
178801,6427.321158,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=21418 Ack=2949 Win=1026 Len=0,0
179198,6487.370888,192.168.50.133,34.158.0.131,TCP,65,"55697  >  4070 [PSH, ACK] Seq=21418 Ack=2949 Win=1026 Len=11",11
179200,6487.395371,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=2949 Ack=21429 Win=16 Len=11",11
179201,6487.448879,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=21429 Ack=2960 Win=1026 Len=0,0
179443,6518.724277,192.168.50.133,34.158.0.131,TCP,702,"55697  >  4070 [PSH, ACK] Seq=21429 Ack=2960 Win=1026 Len=648",648
179446,6518.749122,34.158.0.131,192.168.50.133,TCP,109,"4070  >  55697 [PSH, ACK] Seq=2960 Ack=22077 Win=16 Len=55",55
179450,6518.799359,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=22077 Ack=3015 Win=1025 Len=0,0
184570,6547.28055,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=3015 Ack=22077 Win=16 Len=11",11
184571,6547.329681,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=22077 Ack=3026 Win=1025 Len=0,0
184915,6607.33648,192.168.50.133,34.158.0.131,TCP,65,"55697  >  4070 [PSH, ACK] Seq=22077 Ack=3026 Win=1025 Len=11",11
184916,6607.36289,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=3026 Ack=22088 Win=16 Len=11",11
184917,6607.414277,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=22088 Ack=3037 Win=1025 Len=0,0
185241,6667.29472,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=3037 Ack=22088 Win=16 Len=11",11
185243,6667.345956,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=22088 Ack=3048 Win=1025 Len=0,0
185532,6727.348602,192.168.50.133,34.158.0.131,TCP,65,"55697  >  4070 [PSH, ACK] Seq=22088 Ack=3048 Win=1025 Len=11",11
185533,6727.37291,34.158.0.131,192.168.50.133,TCP,65,"4070  >  55697 [PSH, ACK] Seq=3048 Ack=22099 Win=16 Len=11",11
185534,6727.424269,192.168.50.133,34.158.0.131,TCP,54,55697  >  4070 [ACK] Seq=22099 Ack=3059 Win=1025 Len=0,0
